Marca,Modelo,Operador,Tipo de red,Intensidad,Tasa de bajada,Tasa de subida,Tasa de perdida, RTTAvg, RTTmin,RTTmax, Jitter
     Apple,        5C,MOV,   GPRS,-106,45.89,34.59,20.70706,852,8,1399,1040
     Apple,6,AME,   CDMA,-69,1192.93,426.56,18.811728,247,14,277,281
   Samsung,        S4,AME,   UMTS,-109,631.11,225.05,14.317404,260,132,276,283
      Otro, Brigadier,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   UMTS,-101,765.05,271.88,38.18182,210,6,275,288
   Samsung,        S3,AME,   GPRS,-113,38.19,28.67,43.770004,1257,9,1399,1038
     Apple,        5C,NXT,   iDen,-73,36.65,11.9,16.536423,1420,11,1775,1319
   Samsung,        S4,AME,   HSPA,-63,3251.65,2001.55,23.930998,208,6,246,253
  Motorola,  Droid HD,MOV,  EV-DO,-64,1192.03,428.93,0,236,11,277,280
      Otro, Brigadier,IUS,   CDMA,-97,828.85,293.59,34.126247,233,12,276,281
      Otro,        N9,AME,   UMTS,-69,1190.76,425.5,40.178581,247,12,276,284
   Samsung,       Ace,AME,   HSPA,-128,865.48,532.98,38.18182,183,6,243,256
     Apple,        5S,AME,   CDMA,-118,482.23,173.66,42.828461,219,9,278,290
  Motorola,     XT919,AME,   HSPA,-65,3252.27,1997.01,28.101917,230,129,245,7
     Apple,6,IUS,       ,0,0,0,0,0,0,0,0
   Samsung,       Ace,AME,   HSPA,-92,2483.37,1530.09,22.656284,193,9,244,250
  Motorola,  Droid HD,AME,   EDGE,-101,139.81,91.2,22.487217,1322,654,1400,1040
      Sony,        SP,MOV,   UMTS,-130,284.25,101.96,38.18182,247,11,275,277
     Apple,4,MOV,   EDGE,-53,215.82,141.87,0,1110,10,1399,1035
  Motorola,  Droid HD,AME,   EDGE,-84,192.93,127.77,38.18182,1397,1393,1401,6
      Otro,Lumia Icon,AME,   CDMA,-55,1191.42,423.86,14.917603,205,6,276,289
     Apple,6,NXT,   UMTS,-64,1193.68,425.29,37.371323,207,7,277,288
        Lg,   GPro L9,AME,   CDMA,-92,912.07,325.41,6.419178,274,269,278,7
      Sony,        Z1,AME,   HSPA,-82,2932.47,1807.59,40.766918,206,7,246,255
    Huawei,       H3C,AME,       ,0,0,0,0,0,0,0,0
      Otro,     OneM8,AME,   GPRS,-99,54.02,39.13,29.242405,1109,5,1399,1043
        Lg,   GPro L9,MOV,   HSPA,-97,2261.01,1390.73,31.210814,206,12,246,249
      Otro,Lumia Icon,MOV,   EDGE,-92,168.52,110.13,5.811244,1100,650,1399,1043
      Sony,        T3,MOV,   EDGE,-93,164.7,108.01,38.18182,1194,14,1402,1034
      Sony,        Z3,AME,   EDGE,-85,156.94,125.31,13.595484,1258,10,1400,1043
   Samsung,      Note,AME,   EDGE,-91,170.06,114.02,19.394753,1268,750,1399,8
  Motorola,  Droid HD,AME,   UMTS,-101,763.29,272.88,3.145384,245,129,277,289
        Lg,        G3,MOV,   EDGE,-113,100.84,66.78,21.988646,1129,9,1400,1040
   Samsung,      Note,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,   EDGE,-91,166.64,112.85,43.872829,1100,653,1400,1039
   Samsung,       Ace,AME,  EV-DO,-124,383.75,137.57,38.18182,274,271,277,2
      Otro,        N9,AME,   GPRS,-102,49.87,36.86,41.819073,1128,7,1399,1043
    Huawei,       H3C,AME,   GPRS,-104,46.78,37.48,38.18182,1129,11,1399,1037
   Samsung,        S3,AME,   CDMA,-60,1192.99,423.71,24.29434,233,12,276,281
   Samsung,        S3,AME,   CDMA,-64,1188.42,425.29,18.639725,261,149,277,6
   Samsung,        S3,AME,  HSPA+,-77,5104.65,3647.58,21.521008,147,7,184,191
      Sony,        Z3,MOV,  EV-DO,-60,1015.28,422.4,18.911638,224,13,277,279
   Samsung,       Ace,AME,   EDGE,-89,173.93,116.4,38.18182,1193,9,1399,1040
  Motorola,     XT919,IUS,       ,0,0,0,0,0,0,0,0
      Otro,Lumia Icon,MOV,   GPRS,-109,42.58,31.78,8.128123,1259,16,1400,1036
      Otro, Brigadier,AME,   GPRS,-55,80.21,59.25,24.820881,1139,749,1400,8
      Otro, Brigadier,AME,   EDGE,-55,219.1,144.01,8.463924,1258,14,1400,1036
      Otro, Brigadier,AME,   HSPA,-91,2530.15,1556.71,2.342152,228,115,245,252
        Lg,        G3,AME,   HSPA,-71,3251.41,2001.06,38.846375,217,117,245,249
        Lg,     Lucid,AME,  HSPA+,-115,2342.51,1673.32,13.150485,147,5,185,190
      Otro,Lumia Icon,AME,   EDGE,-62,214.1,145.29,8.248856,1193,8,1399,1043
        Lg,        G3,IUS,   CDMA,-119,466.2,166.37,9.250619,233,6,276,288
        Lg,   GPro L9,MOV,  EV-DO,-103,727.73,259.36,38.18182,246,130,277,285
    Huawei,    Ascend,IUS,       ,0,0,0,0,0,0,0,0
  Motorola, Brigadier,NXT,   iDen,-105,21.21,7.42,16.210297,1502,9,1775,1320
   Samsung,      Note,AME,   UMTS,-61,1194.02,425.7,2.610377,207,8,275,284
    Lenovo,      S820,AME,   UMTS,-66,1191,423.65,0,191,10,276,289
     Apple,4,AME,  HSPA+,-131,1179.31,842.32,16.021252,165,13,184,183
  Motorola,  Droid HD,AME,   HSPA,-66,3250.54,2001.08,2.027422,229,115,245,252
   Samsung,        S3,AME,   CDMA,-122,416.86,148.99,38.18182,233,8,277,283
  Motorola,  Droid HD,IUS,   CDMA,-123,399.75,142.2,8.027685,219,8,277,288
  Motorola,  Droid HD,AME,   GPRS,-94,57.21,45.54,11.047688,1267,750,1400,7
        Lg,        G3,AME,  HSPA+,-107,2926.5,2087.96,29.499901,183,178,187,9
     Apple,6,IUS,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,  EV-DO,-77,1162.5,412.56,5.709603,233,10,279,287
  Motorola,  Droid HD,AME,   CDMA,-106,680.63,243.08,26.250631,219,8,276,288
     Apple,        5C,AME,   EDGE,-100,140.04,95.77,34.928436,1203,749,1400,7
      Otro,Lumia Icon,MOV,  EV-DO,-56,1190.63,426.41,16.703293,234,9,276,286
  Motorola,     XT919,AME,  EV-DO,-104,712.55,253.99,27.729675,232,9,275,284
        Lg, Intuition,MOV,   UMTS,-81,1094.37,389.53,35.398079,207,9,275,284
    Lenovo,     A369i,AME,   UMTS,-112,582.32,207.61,23.123886,247,9,276,285
    Huawei,       H3C,AME,   GPRS,-85,67.66,51.02,38.18182,1267,749,1401,5
      Otro,        N9,MOV,   UMTS,-69,1192.31,421.74,38.71471,273,270,277,7
    Huawei,      Y530,AME,       ,0,0,0,0,0,0,0,0
        Lg,     Lucid,AME,   UMTS,-80,1107.93,393.69,11.37046,249,148,276,5
        Lg,   GPro L9,AME,   CDMA,-74,1189.23,426.42,8.518878,234,9,276,284
   Samsung,      Note,AME,   GPRS,-77,75.66,57.31,36.709408,1322,653,1401,1042
  Motorola,      Defy,AME,   HSPA,-120,1224.9,751.92,1.169091,219,130,242,5
        Lg,        G3,MOV,   GPRS,-101,51.6,41.4,38.985897,1204,751,1400,6
   Samsung,      Note,AME,   EDGE,-104,128.92,85.94,21.745871,1184,13,1400,1036
        Lg,     Lucid,MOV,  HSPA+,-89,4235.1,3023.09,21.76829,147,11,185,188
     Apple,        5S,MOV,  HSPA+,-109,2777.35,1984.37,0.312173,156,12,184,183
     Apple,4,AME,   CDMA,-100,777.35,278.59,38.18182,208,8,275,282
  Motorola,        N9,NXT,   iDen,-57,36.81,12.66,23.121723,1597,16,1775,1317
      Sony,        Z1,MOV,       ,0,0,0,0,0,0,0,0
  Motorola,  Droid HD,AME,  HSPA+,-63,5250.75,3746.84,6.07093,145,86,184,189
   Samsung,      Note,AME,   GPRS,-129,19.82,15.04,38.18182,1248,653,1400,1040
   Samsung,      Note,AME,   HSPA,-64,3254.9,2001.63,13.972853,184,7,245,256
   Samsung,      Note,AME,   CDMA,-52,1192.61,428.1,0,262,147,278,7
        Lg,     Lucid,AME,   CDMA,-79,1123.95,401.51,35.633419,234,7,276,286
  Motorola, Brigadier,NXT,   CDMA,-124,382.52,136.67,17.445511,196,5,276,287
   Samsung,       Ace,AME,  HSPA+,-110,2705.95,1930.89,7.427174,164,12,184,179
   Samsung,        S3,AME,    LTE,-113,4928.84,3742.85,42.691929,122,74,155,154
      Sony,        T3,MOV,       ,0,0,0,0,0,0,0,0
  Motorola,     XT919,IUS,   UMTS,-107,665.66,237.37,12.787001,246,16,275,275
        Lg,        G3,MOV,   EDGE,-91,168.73,112.59,3.442074,1267,749,1399,6
      Otro,        N9,AME,   UMTS,-68,1193.68,426.67,5.995184,274,270,277,8
      Otro,        N9,AME,   HSPA,-70,3249.35,2001.7,33.665443,194,7,244,255
     Apple,        5C,AME,   GPRS,-67,79.87,59.51,22.74824,1258,8,1400,1041
     Apple,6,AME,   CDMA,-76,1176.22,421.26,2.921763,235,12,275,281
     Apple,6,AME,   UMTS,-91,929.48,331.28,13.351333,234,7,275,285
      Sony,        T3,MOV,   EDGE,-53,218.99,145.64,42.105015,1054,9,1400,1036
     Apple,        5S,AME,   UMTS,-93,897.05,317.41,10.293009,209,7,276,289
    Lenovo,      K900,AME,       ,0,0,0,0,0,0,0,0
  Motorola,Lumia Icon,NXT,  HSPA+,-101,3358.22,2400.2,19.0842,147,5,184,189
  Motorola,     XT919,AME,  EV-DO,-128,317.5,113.31,18.445402,233,10,277,289
    Huawei,    Ascend,IUS,   GPRS,-103,51.11,40.79,26.436451,1193,10,1398,1039
      Otro,        N9,AME,  HSPA+,-133,1033.83,738.28,38.18182,157,7,184,187
   Samsung,        S3,AME,   HSPA,-56,3248.08,2001.12,4.249457,207,8,245,253
   Samsung,        S4,AME,   UMTS,-95,862.24,307.96,29.976278,273,271,275,5
    Huawei,       H3C,MOV,   EDGE,-100,142.07,96.18,38.18182,1184,7,1400,1044
     Apple,4,NXT,   GPRS,-52,77.44,58.01,26.412096,1110,8,1400,1042
   Samsung,        S3,AME,   UMTS,-107,665.58,234.47,2.430828,225,149,275,5
   Samsung,       Ace,AME,   EDGE,-90,174.06,112.19,21.295397,1139,747,1400,8
  Motorola,      Defy,AME,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,   UMTS,-58,1194.2,423.66,28.956461,247,13,277,278
  Motorola,     XT919,AME,   EDGE,-59,220.79,142.32,15.998215,1110,7,1399,1041
     Apple,6,IUS,   EDGE,-85,189,125.29,19.972662,1065,11,1400,1036
   Samsung,        S3,AME,   UMTS,-88,976.73,349.55,6.090682,221,9,276,283
   Samsung,       Ace,AME,   CDMA,-61,1192.57,425.16,3.944534,231,130,276,286
   Samsung,       Ace,AME,   HSPA,-87,2709.19,1667.13,34.084461,172,9,244,250
     Apple,6,MOV,   EDGE,-86,184.34,124.12,16.249788,1193,9,1398,1040
      Otro,Lumia Icon,MOV,    LTE,-51,10398.45,7901.27,24.118139,138,10,156,153
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
      Otro, Brigadier,AME,   UMTS,-52,1192.35,424.04,9.731588,249,146,276,8
  Motorola,      Defy,MOV,  HSPA+,-98,3576.38,2556.28,38.238129,174,99,185,7
  Motorola,      Defy,MOV,   HSPA,-108,1764.43,1086.58,34.326675,186,7,246,253
  Motorola,      Defy,MOV,   EDGE,-114,98.75,67.62,24.371813,1323,655,1401,1036
    Huawei,      Y530,AME,   CDMA,-74,1193.8,422.86,43.152649,207,8,276,286
      Otro,        N9,MOV,   UMTS,-61,1192.81,422.84,17.210594,208,8,276,284
      Otro,     OneM8,MOV,   EDGE,-137,31.02,20.79,18.439013,1119,10,1401,1038
      Otro,Lumia Icon,AME,  EV-DO,-89,962.99,343.42,38.18182,219,8,276,289
      Otro,Lumia Icon,MOV,   GPRS,-129,19.43,14.95,16.208595,1332,749,1400,6
      Sony,        SP,AME,   GPRS,-110,41.42,30.68,13.896693,1139,749,1399,3
      Otro,        N9,IUS,   HSPA,-83,2888.47,1775.89,1.562246,230,130,244,6
   Samsung,       Ace,AME,   UMTS,-63,1192.59,421.63,22.065964,233,8,276,287
      Otro,        N9,MOV,       ,0,0,0,0,0,0,0,0
      Sony,        T3,MOV,   HSPA,-132,685.11,422.22,19.815695,218,11,245,253
        Lg,     Lucid,AME,  EV-DO,-107,665.72,236.87,7.986715,209,6,279,290
      Otro,        N9,AME,   CDMA,-92,910.76,325.61,36.213726,223,14,276,277
      Sony,        Z1,MOV,   GPRS,-139,9.08,6.81,2.496694,1258,15,1400,1036
  Motorola, Brigadier,NXT,   iDen,-86,30.11,9.98,38.18182,1256,7,1776,1325
      Otro,     OneM8,IUS,   CDMA,-111,598.03,212.58,38.18182,247,11,276,278
   Samsung,       Ace,AME,  EV-DO,-72,1193.48,426.3,13.935463,249,148,276,5
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
     Apple,4,AME,   GPRS,-108,43.75,32.85,38.18182,1332,747,1401,8
        Lg,     Lucid,AME,   UMTS,-84,1043.54,370.8,20.14043,182,6,276,290
      Sony,        Z1,IUS,   CDMA,-89,959.19,342.36,22.867529,236,9,278,287
   Samsung,        S3,AME,   CDMA,-52,1194.6,426.9,16.697615,236,145,276,10
  Motorola,    Moto M,AME,   EDGE,-54,213.86,143.23,35.768932,917,9,1400,1037
   Samsung,        S4,AME,   CDMA,-101,763.51,269.59,31.070234,231,130,277,283
     Apple,4,MOV,   GPRS,-118,32.8,24.42,3.771971,1258,11,1400,1038
  Motorola,    Moto M,AME,   CDMA,-78,1144.49,408.75,21.110329,207,8,276,285
  Motorola,      Defy,MOV,       ,0,0,0,0,0,0,0,0
      Sony,        T3,MOV,   HSPA,-103,1991.22,1226.51,37.67136,219,9,247,250
        Lg,        G3,MOV,   UMTS,-128,317.25,113.57,40.402382,224,148,276,6
   Samsung,       Ace,AME,   UMTS,-77,1160.74,412.22,22.349512,236,10,276,289
      Sony,        T3,MOV,   HSPA,-86,2756.54,1696.73,38.18182,170,6,243,253
        Lg,   GPro L9,MOV,   UMTS,-99,796.25,285.66,30.027969,247,9,277,289
    Lenovo,      K900,AME,   EDGE,-79,206.76,137.53,40.068211,1333,751,1400,6
      Sony,        Z1,AME,   UMTS,-122,416.93,148.26,38.18182,259,130,275,284
      Sony,        Z1,MOV,   GPRS,-64,80.13,62.17,26.950594,1322,653,1400,1040
        Lg, Intuition,AME,   EDGE,-77,213.53,143.83,38.18182,1109,8,1399,1041
  Motorola,    Moto M,MOV,   HSPA,-110,1676.64,1030.98,10.046696,185,11,245,248
  Motorola,      Defy,AME,   EDGE,-110,110.92,74.31,3.623772,980,7,1399,1042
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
    Huawei,    Ascend,MOV,   EDGE,-89,174.86,116.83,17.891069,1184,5,1400,1043
     Apple,6,MOV,   HSPA,-108,1764.59,1085.15,38.18182,218,9,244,249
     Apple,        5C,AME,   EDGE,-73,213.98,143.46,30.259653,1396,1393,1399,6
  Motorola,      Defy,AME,   GPRS,-85,67.71,50.74,0,1331,751,1398,3
      Sony,        SP,MOV,   UMTS,-71,1191.52,427.77,0,247,12,276,284
      Otro,     OneM8,MOV,  EV-DO,-130,283.59,101.27,36.602112,233,7,275,286
   Samsung,      Note,AME,   HSPA,-50,3247.69,2001.83,23.812786,195,9,242,250
  Motorola,        N9,NXT,   GPRS,-130,18.42,14.29,20.792105,1120,10,1400,1040
    Lenovo,      K900,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   EDGE,-90,169.92,114.23,10.810617,1109,9,1400,1043
     Apple,        5S,AME,   UMTS,-113,564.01,201.34,22.782825,247,7,277,287
   Samsung,        S4,AME,   CDMA,-117,498.22,177.92,0.908179,194,5,277,289
   Samsung,       Ace,AME,   EDGE,-89,172.82,116.01,5.382284,1332,751,1400,7
      Otro,     OneM8,AME,   EDGE,-53,217.9,145.92,12.178976,1193,5,1399,1043
     Apple,6,AME,   HSPA,-91,2530.59,1555.73,16.076025,183,11,243,247
     Apple,        5S,AME,   CDMA,-133,235.05,84.4,23.002312,233,9,276,288
      Otro, Brigadier,IUS,  EV-DO,-78,1139.25,409.53,41.105309,235,8,277,284
      Otro,        N9,MOV,   GPRS,-88,65.16,47.51,38.18182,1036,6,1399,1042
      Sony,        Z1,MOV,       ,0,0,0,0,0,0,0,0
      Otro,     OneM8,MOV,   UMTS,-136,185.75,65.89,12.311071,234,13,277,285
    Huawei,      G730,IUS,   EDGE,-132,45.92,31.15,23.719992,1045,5,1400,1043
      Otro,Lumia Icon,MOV,  HSPA+,-102,3288.98,2348.52,15.750049,155,89,184,186
     Apple,        5C,AME,   GPRS,-94,60.63,43.62,6.678071,1331,748,1398,6
   Samsung,       Ace,AME,   GPRS,-77,75.38,60.69,38.18182,1259,11,1401,1038
        Lg,     Lucid,AME,   UMTS,-140,119.32,42.36,24.252783,237,147,277,7
     Apple,6,AME,   CDMA,-104,714.55,255.04,1.334995,221,11,277,282
   Samsung,        S3,AME,   HSPA,-131,730.08,449.09,38.986938,218,12,244,242
  Motorola,      Defy,AME,       ,0,0,0,0,0,0,0,0
  Motorola,  Droid HD,AME,  EV-DO,-64,1194.46,428.46,4.498172,233,7,276,290
     Apple,        5C,MOV,   EDGE,-78,208.9,135.8,16.34831,1193,10,1400,1039
      Sony,        T3,IUS,   EDGE,-102,134.75,91.22,16.506153,1045,5,1401,1043
  Motorola,  Droid HD,AME,   GPRS,-88,64.1,49.11,4.67819,1194,13,1400,1035
   Samsung,        S4,AME,   UMTS,-104,713.67,253.73,39.637718,221,9,276,285
        Lg, Intuition,MOV,   HSPA,-77,3159.62,1943.29,38.18182,208,13,244,245
   Samsung,       Ace,AME,   EDGE,-69,219.01,143.46,12.16807,1258,10,1399,1040
   Samsung,        S3,AME,   CDMA,-56,1192.33,425.74,8.431291,209,8,277,284
  Motorola,  Droid HD,AME,   UMTS,-96,848.33,299.35,5.814055,247,10,276,285
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
      Otro,        N9,MOV,   UMTS,-92,911.56,322.6,34.81501,247,11,275,284
  Motorola,      Defy,MOV,    LTE,-51,10400.02,7903.42,42.774532,154,150,157,8
  Motorola,      Defy,AME,   GPRS,-55,79.62,60.2,40.008076,1138,749,1399,6
    Lenovo,     A369i,AME,    LTE,-106,5936.77,4507.74,2.754219,153,150,156,6
  Motorola,     XT919,AME,   CDMA,-77,1156.82,415.57,31.242537,247,12,276,277
   Samsung,       Ace,AME,    LTE,-119,4063.29,3086.23,2.819845,152,149,155,3
  Motorola,     OneM8,NXT,   HSPA,-72,3250.27,1996.9,33.89621,215,114,245,252
      Otro,     OneM8,MOV,   EDGE,-132,45.97,30.89,41.274284,1268,750,1399,4
      Otro,        N9,MOV,   EDGE,-109,114.65,76.26,22.029367,1194,8,1400,1040
      Otro,        N9,AME,       ,0,0,0,0,0,0,0,0
      Otro,Lumia Icon,MOV,   UMTS,-81,1091.85,385.68,23.396648,220,9,277,281
   Samsung,        S3,AME,   EDGE,-122,75.13,51.1,4.542521,1259,14,1400,1037
  Motorola,  Droid HD,AME,   GPRS,-85,69.52,50.29,16.234491,1129,8,1401,1041
   Samsung,        S4,AME,   HSPA,-84,2845.22,1750.9,23.86219,194,6,244,252
     Apple,6,AME,   GPRS,-111,39.92,31.34,38.18182,1259,9,1401,1040
   Samsung,        S3,AME,   HSPA,-91,2530.61,1555.63,30.391371,229,116,244,251
   Samsung,       Ace,AME,   EDGE,-138,27.37,18.27,1.606337,1110,10,1399,1042
        Lg,   GPro L9,IUS,   GPRS,-68,79.95,58.49,16.797163,981,8,1400,1040
   Samsung,       Ace,AME,   GPRS,-122,27.59,19.8,7.73291,1173,652,1399,1038
      Sony,        T3,IUS,   HSPA,-87,2709.12,1666.16,28.091213,229,116,244,248
  Motorola, Brigadier,NXT,   UMTS,-97,826.63,293.32,38.18182,246,11,275,285
   Samsung,        S4,AME,   EDGE,-100,142.51,95.45,24.338335,1323,653,1400,1042
  Motorola,  Droid HD,AME,   GPRS,-102,47.92,35.59,38.18182,1064,10,1399,1038
        Lg,        G3,AME,   GPRS,-72,82.9,62.7,30.875978,1332,752,1400,7
      Otro,     OneM8,MOV,   EDGE,-108,116.98,79.3,0.873085,1194,12,1400,1039
   Samsung,      Note,AME,       ,0,0,0,0,0,0,0,0
    Huawei,       H3C,MOV,   UMTS,-68,1193.65,421.63,5.785499,178,5,275,287
      Otro,Lumia Icon,MOV,  EV-DO,-98,814.59,288.09,9.026938,207,11,276,286
   Samsung,       Ace,AME,   HSPA,-72,3248.73,1996.41,0,217,117,246,248
     Apple,        5S,MOV,   EDGE,-57,212.51,143.61,31.485872,1248,650,1399,1043
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,  HSPA+,-75,5249.26,3753.24,14.251374,158,12,186,183
  Motorola,     XT919,AME,   UMTS,-92,911.54,325.17,43.452866,260,132,276,281
  Motorola,  Droid HD,AME,   GPRS,-90,62.08,47.22,38.18182,1193,10,1399,1036
     Apple,        5S,AME,   EDGE,-125,66.14,44.79,38.18182,1257,5,1401,1043
   Samsung,        S4,MOV,   HSPA,-110,1673.43,1031.34,0.622489,216,113,245,253
   Samsung,      Note,AME,   HSPA,-128,864.56,532.53,24.562939,218,7,245,254
     Apple,        5S,AME,   EDGE,-101,140.02,89.37,7.460684,1183,10,1399,1040
    Lenovo,      K900,AME,   GPRS,-109,42.5,33.66,11.713434,1183,5,1400,1043
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
      Otro,Lumia Icon,MOV,  HSPA+,-53,5250.36,3749.5,1.618098,148,8,184,185
        Lg,   GPro L9,AME,   GPRS,-107,43.62,34.45,29.865673,1258,15,1400,1036
  Motorola,      Defy,AME,   GPRS,-112,39.24,28.32,1.468768,1110,7,1400,1041
  Motorola,    Moto M,AME,   UMTS,-90,945.6,336.12,33.076824,233,8,276,290
   Samsung,       Ace,AME,   EDGE,-89,176.8,114.75,39.778111,1396,1394,1399,5
  Motorola,  Droid HD,AME,   UMTS,-137,168.8,60.38,30.879301,184,7,277,288
      Sony,        Z1,MOV,   UMTS,-108,647.2,232.67,29.618937,261,150,276,3
        Lg,        G3,MOV,   HSPA,-120,1224.73,752.09,40.471527,229,131,242,6
   Samsung,        S4,AME,   EDGE,-87,181.06,120.74,38.18182,1185,11,1400,1041
        Lg, Intuition,MOV,       ,0,0,0,0,0,0,0,0
  Motorola,      Defy,MOV,   EDGE,-99,144.94,97.79,41.430355,1258,13,1400,1038
   Samsung,        S4,AME,   UMTS,-62,1187.55,427.43,5.917841,209,11,275,280
  Motorola,      Defy,AME,   EDGE,-60,215.45,144.92,25.225523,1258,11,1400,1038
     Apple,        5S,MOV,   HSPA,-91,2532.21,1555.22,38.18182,186,7,244,253
   Samsung,        S3,AME,   HSPA,-51,3247.71,2001.6,5.936891,206,7,245,256
   Samsung,      Note,AME,   HSPA,-98,2215.85,1365.4,38.18182,218,9,246,250
  Motorola,      Defy,MOV,   EDGE,-103,130.65,87.94,24.954687,852,8,1400,1038
     Apple,        5S,AME,  HSPA+,-81,4814.9,3436.62,39.480888,147,8,187,187
     Apple,        5C,AME,   GPRS,-103,48.83,36.64,10.194658,1183,5,1399,1043
      Sony,        SP,MOV,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   EDGE,-55,217.44,145.95,22.931324,1184,10,1400,1036
      Sony,        Z1,AME,   GPRS,-56,75.81,60.01,2.04746,1398,1395,1400,5
   Samsung,        S3,AME,   CDMA,-56,1192.68,425.85,7.11182,222,11,275,280
     Apple,6,MOV,   EDGE,-77,210.56,137.98,21.05006,1202,748,1398,5
        Lg,        G3,AME,   HSPA,-88,2664.94,1639.02,2.583267,183,9,245,253
      Otro, Brigadier,MOV,   UMTS,-72,1192.95,424.67,12.616714,247,9,277,286
      Sony,        Z3,MOV,  EV-DO,-86,858.02,359.55,34.939854,245,128,277,291
      Otro,        N9,AME,   GPRS,-60,80.65,57.96,35.908756,1248,651,1399,1043
        Lg,   GPro L9,AME,    LTE,-103,6369.26,4835.84,3.871572,124,9,155,161
   Samsung,        S4,AME,   UMTS,-79,1126.28,402.48,26.288092,273,269,276,7
     Apple,        5S,NXT,   iDen,-107,20.13,7.05,5.630675,1502,9,1776,1318
   Samsung,        S4,AME,   CDMA,-82,1078.79,382.42,11.194615,234,9,276,280
      Sony,        Z3,MOV,    LTE,-105,5168.22,4617.07,6.689787,153,151,155,3
  Motorola,  Droid HD,AME,   HSPA,-104,1944.88,1194.43,32.320705,204,114,244,251
   Samsung,       Ace,AME,   EDGE,-60,216.04,144.69,12.7553,1044,6,1398,1042
     Apple,        5S,AME,       ,0,0,0,0,0,0,0,0
        Lg,     Lucid,MOV,   UMTS,-93,897.4,318.84,35.667988,249,148,275,4
   Samsung,       Ace,AME,   GPRS,-135,13.35,9.99,0.540299,1119,7,1400,1040
   Samsung,      Note,AME,   GPRS,-137,11.44,8.78,42.379658,1267,750,1398,5
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
  Motorola,  Droid HD,AME,   EDGE,-90,172.69,114.07,5.973597,1267,749,1400,7
   Samsung,        S4,AME,   HSPA,-72,3251.24,2000.57,15.576402,206,11,244,250
